Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints,PassCompletions,PassAttempts,PassYards,PassTDs,RushAttempts,RushYards,RushTDs,FirstDownPass,FirstDownRush,Penalties,PenaltyYards,Fumbles,Interceptions
2003-08-30,North Carolina,ACC,John Bunting,H,Florida State,ACC,Bobby Bowden,L,0,37,27,47,223,0,27,72,0,12,4,4,42,1,2
2003-09-06,North Carolina,ACC,John Bunting,H,Syracuse,Big East,Paul Pasqualoni,L,47,49,32,45,340,5,42,165,1,15,9,6,55,1,1
2003-09-20,North Carolina,ACC,John Bunting,A,Wisconsin,Big Ten,Barry Alvarez,L,27,38,16,31,199,1,25,110,1,10,5,9,73,2,1
2003-09-27,North Carolina,ACC,John Bunting,A,North Carolina State,ACC,Chuck Amato,L,34,47,32,53,469,4,27,81,0,16,8,7,51,1,0
2003-10-04,North Carolina,ACC,John Bunting,H,Virginia,ACC,Al Groh,L,13,38,27,41,207,0,25,58,1,9,7,8,61,1,0
2003-10-11,North Carolina,ACC,John Bunting,A,East Carolina,CUSA,John Thompson,W,28,17,15,25,198,2,43,189,2,7,9,6,70,1,0
2003-10-18,North Carolina,ACC,John Bunting,H,Arizona State,Pac-10,Dirk Koetter,L,31,33,13,23,167,1,34,164,3,7,8,3,22,2,0
2003-10-25,North Carolina,ACC,John Bunting,A,Clemson,ACC,Tommy Bowden,L,28,36,19,31,208,1,40,287,3,11,10,4,36,1,3
2003-11-01,North Carolina,ACC,John Bunting,A,Maryland,ACC,Ralph Friedgen,L,21,59,21,32,277,1,25,108,1,11,5,5,35,2,1
2003-11-08,North Carolina,ACC,John Bunting,H,Wake Forest,ACC,Jim Grobe,W,42,34,12,26,147,2,46,328,3,8,15,5,46,0,1
2003-11-15,North Carolina,ACC,John Bunting,A,Georgia Tech,ACC,Chan Gailey,L,24,41,26,40,289,2,31,157,1,15,6,5,38,1,1
2003-11-22,North Carolina,ACC,John Bunting,H,Duke,ACC,Ted Roof,L,22,30,18,35,203,2,22,86,1,11,3,6,55,1,1
2003-08-30,Miami (OH),MAC,Terry Hoeppner,A,Iowa,Big Ten,Kirk Ferentz,L,3,21,27,42,250,0,29,54,0,15,4,5,30,0,4
2003-09-13,Miami (OH),MAC,Terry Hoeppner,A,Northwestern,Big Ten,Randy Walker,W,44,14,29,41,368,3,38,147,3,16,9,8,83,0,0
2003-09-20,Miami (OH),MAC,Terry Hoeppner,A,Colorado State,MWC,Sonny Lubick,W,41,21,29,40,330,2,39,206,3,13,12,4,35,1,0
2003-09-27,Miami (OH),MAC,Terry Hoeppner,H,Cincinnati,CUSA,Rick Minter,W,42,37,31,49,377,2,38,98,4,19,6,6,50,1,3
2003-10-04,Miami (OH),MAC,Terry Hoeppner,H,Akron,MAC,Lee Owens,W,45,20,31,47,369,2,42,184,4,20,10,7,74,0,0
2003-10-11,Miami (OH),MAC,Terry Hoeppner,H,Buffalo,MAC,Jim Hofher,W,59,3,21,31,264,4,38,223,2,14,11,5,43,1,0
2003-10-18,Miami (OH),MAC,Terry Hoeppner,A,Ball State,MAC,Brady Hoke,W,49,3,25,35,235,3,40,168,2,12,10,7,71,1,0
2003-10-25,Miami (OH),MAC,Terry Hoeppner,A,Kent State,MAC,Dean Pees,W,38,30,28,44,409,3,47,239,2,21,13,13,131,0,1
2003-11-04,Miami (OH),MAC,Terry Hoeppner,H,Bowling Green State,MAC,Gregg Brandon,W,33,10,20,29,250,0,36,126,4,9,8,6,35,2,1
2003-11-12,Miami (OH),MAC,Terry Hoeppner,H,Marshall,MAC,Bob Pruett,W,45,6,18,30,282,2,44,212,3,12,9,5,35,0,0
2003-11-22,Miami (OH),MAC,Terry Hoeppner,A,Ohio,MAC,Brian Knorr,W,49,31,22,35,372,4,34,123,2,18,7,7,65,2,1
2003-11-28,Miami (OH),MAC,Terry Hoeppner,A,UCF,MAC,Alan Gooch,W,56,21,35,44,450,5,29,107,2,21,7,8,57,0,1
2003-12-04,Miami (OH),MAC,Terry Hoeppner,A,Bowling Green State,MAC,Gregg Brandon,W,49,27,26,35,440,4,31,136,3,18,6,5,44,0,0
2003-12-18,Miami (OH),MAC,Terry Hoeppner,N,Louisville,CUSA,Bobby Petrino,W,49,28,21,33,376,4,33,221,2,18,8,8,73,0,0
2003-08-30,Indiana,Big Ten,Gerry DiNardo,A,Connecticut,Ind,Randy Edsall,L,10,34,13,29,211,1,42,110,0,8,6,2,25,3,0
2003-09-06,Indiana,Big Ten,Gerry DiNardo,A,Washington,Pac-10,Keith Gilbertson,L,13,38,16,30,199,0,40,85,1,7,6,7,60,1,1
2003-09-20,Indiana,Big Ten,Gerry DiNardo,H,Kentucky,SEC,Rich Brooks,L,17,34,17,33,266,1,46,183,1,10,8,6,50,0,1
2003-09-27,Indiana,Big Ten,Gerry DiNardo,A,Michigan,Big Ten,Lloyd Carr,L,17,31,16,33,107,0,44,102,1,5,11,4,35,0,2
2003-10-04,Indiana,Big Ten,Gerry DiNardo,A,Michigan State,Big Ten,John Smith,L,3,31,14,31,168,0,45,117,0,9,8,3,25,1,0
2003-10-11,Indiana,Big Ten,Gerry DiNardo,H,Northwestern,Big Ten,Randy Walker,L,31,37,13,20,204,0,58,327,4,9,16,7,45,0,2
2003-10-25,Indiana,Big Ten,Gerry DiNardo,H,Ohio State,Big Ten,Jim Tressel,L,6,35,17,26,143,1,32,-12,0,9,3,3,18,0,1
2003-11-01,Indiana,Big Ten,Gerry DiNardo,A,Minnesota,Big Ten,Glen Mason,L,7,55,12,30,152,0,40,111,1,8,9,6,37,1,0
